"(PDH-CSV 4.0) (Sri Lanka Standard Time)(-330)","\\DESKTOP-FUOCR3U\Processor(_Total)\% Processor Time","\\DESKTOP-FUOCR3U\Processor(_Total)\% Idle Time","\\DESKTOP-FUOCR3U\Memory\Available MBytes","\\DESKTOP-FUOCR3U\LogicalDisk(_Total)\% Disk Time"
"04/28/2023 06:09:04.177","25.964196900741331575","9.8189723831557014222","3935","14.518240018050049045"
"04/28/2023 06:09:19.197","25.501569220697341223","9.9682394138398020544","3929","13.239014864228629165"
"04/28/2023 06:09:34.205","31.267526009127088571","8.9600631520846771849","4270","16.974760667870047115"
"04/28/2023 06:09:49.215","29.361963020395798196","9.4294167177076371189","4410","14.717020600960559307"
"04/28/2023 06:10:04.234","16.59740157187250631","12.911630792593753014","4434","17.933897355224399206"
"04/28/2023 06:10:19.242","20.027876943545219746","11.119140264207949542","4397","15.457947965537668367"
"04/28/2023 06:10:34.256","18.810489173940091234","11.816743496388250279","4393","14.638823559682750286"
"04/28/2023 06:10:49.264","14.277432221103559584","12.129485027641942807","4398","24.65458199265857786"
"04/28/2023 06:11:04.270","18.239963401309257307","10.819108759796639774","4394","23.8009781307962065"
"04/28/2023 06:11:19.290","17.270649959792226724","11.409008483761615693","4392","19.665730146227748065"
"04/28/2023 06:11:34.307","15.130137647555240932","12.739186742184472223","4397","22.414818359554118388"
"04/28/2023 06:11:49.318","17.344280036403890932","12.360726676565517934","4403","17.598856550649301766"
"04/28/2023 06:12:04.326","35.628285990424672036","8.9568346591748451146","4713","12.864653616243462153"
"04/28/2023 06:12:19.336","22.679276651414447485","9.811641326803350438","4704","8.3952321178521405187"
"04/28/2023 06:12:34.348","23.214980539854501274","9.0383001348185008084","4717","3.7877530889613910681"
"04/28/2023 06:12:49.372","24.151563888118033674","9.0542037626589273458","4730","2.9864095709844864501"
"04/28/2023 06:13:04.393","23.90394258395400584","10.118415495457941944","4723","3.211798014211999952"
"04/28/2023 06:13:19.407","45.311737954712029364","6.7300163283436047479","4705","3.5659755696595789587"
"04/28/2023 06:13:34.425","25.744290340038723741","10.071014421982592779","4716","2.494673255849924054"
"04/28/2023 06:13:49.436","21.251874357369494817","11.325042822824753941","4741","1.2215496689771481176"
"04/28/2023 06:14:04.445","21.814431170224189316","11.448216911952222574","4676","1.0214651974759938469"
"04/28/2023 06:14:19.460","22.327498774967235562","11.228714300357033551","4722","1.0848497708992201893"
"04/28/2023 06:14:34.474","21.607390912456047261","11.115171289178508829","4718","0.92702985914911317789"
"04/28/2023 06:14:49.484","19.116473577181945842","12.042720559237487521","4737","1.3084055676313863792"
"04/28/2023 06:15:04.498","18.77846496913939589","12.92072864726097059","4739","2.0277482524696455179"
"04/28/2023 06:15:19.507","20.407143390671066641","12.304503442900740495","4716","1.9387227515740179662"
"04/28/2023 06:15:34.521","16.669161697235569619","13.506055251705447517","4723","0.99789589566483483107"
"04/28/2023 06:15:49.544","18.4700734893485361","13.284529747029674596","4728","0.7278821249522415826"
"04/28/2023 06:16:04.554","18.788984160842868931","13.268489967974176125","4721","1.0311396925122382484"
"04/28/2023 06:16:19.557","18.892374923185183633","13.405779673095411297","4705","0.45441269420752916641"
"04/28/2023 06:16:34.574","17.532761008228714417","13.007115730716597213","4711","0.49548578073172627745"
"04/28/2023 06:16:49.578","20.046237787309838296","12.556949531594648661","4723","0.64202316256262448313"
"04/28/2023 06:17:04.592","19.531070626874182494","13.847157663553058882","4720","0.69906352111714820108"
"04/28/2023 06:17:19.596","20.340353610191730382","12.200396521761245339","4711","0.84789298582026872975"
"04/28/2023 06:17:34.607","18.474987803696841127","12.083858468827845201","4712","0.73834079086452575336"
"04/28/2023 06:17:49.621","18.899991877183442313","12.584749096213442954","4700","0.7182665147530356009"
"04/28/2023 06:18:04.637","19.986262940852551395","13.268248172861316192","4729","0.62604420775894320528"
"04/28/2023 06:18:19.652","17.965881900435341834","13.056421388835415698","4711","0.67883456214033766063"
"04/28/2023 06:18:34.667","17.691667517107610763","15.05281146720168195","4699","0.44981738269421150944"
"04/28/2023 06:18:49.682","16.517777239558540714","15.520784153831703733","4711","0.51511721519381159506"
"04/28/2023 06:19:04.697","17.860978692113704369","15.167703625921671318","4674","0.54183461724710380025"
"04/28/2023 06:19:19.707","19.217426536181925201","13.00905127646105619","4731","0.39350760978002685686"
"04/28/2023 06:19:34.721","18.290436879519567981","12.809468212771161433","4731","0.59405802234869409251"
"04/28/2023 06:19:49.739","18.351047540397079416","13.3721730765760487","4736","0.48420732670010674381"
"04/28/2023 06:20:04.751","19.13114579645353075","12.973962342152656646","4729","0.60797192100827901484"
"04/28/2023 06:20:19.765","19.916475450314063522","12.878633322174135145","4653","0.55453175195874448988"
"04/28/2023 06:20:34.772","19.310362111073274605","13.88250647850959929","4765","0.70500129593180693721"
"04/28/2023 06:20:49.789","18.07211418491267807","13.914683333727564829","4781","0.88197875771762290764"
"04/28/2023 06:21:04.804","19.445591050617039741","13.300349524543166879","4780","0.75657804063413036655"
"04/28/2023 06:21:19.817","19.682415066186841557","12.792797299570187519","4781","0.94203064865492525115"
"04/28/2023 06:21:34.838","19.209562212108878043","13.119087355424749575","4775","0.82778207067699849375"
"04/28/2023 06:21:49.847","20.307263776013485312","12.594032639892747127","4777","1.4917677094164341067"
"04/28/2023 06:22:04.867","19.565137047410718907","12.796435102505052228","4770","0.83488471771726890935"
"04/28/2023 06:22:19.873","20.408032588343360203","13.184239390383456936","4767","0.46975755934835172756"
"04/28/2023 06:22:34.889","17.552915374357059619","13.63718669662561922","4771","0.41231240928207274488"
"04/28/2023 06:22:49.905","19.23093055058479095","12.389240575877213502","4775","0.62725159282500164704"
"04/28/2023 06:23:04.922","19.774282347705383955","11.681904757807938466","4776","0.49684949210642653794"
"04/28/2023 06:23:19.933","19.361387612042491924","11.462948853728830656","4779","0.52521552796283654807"
"04/28/2023 06:23:34.939","18.283122052004372904","12.6767917746969907","4784","0.37217921578355905865"
"04/28/2023 06:23:49.953","19.006094599812094259","12.486025150828726993","4781","0.45287631462648852976"
"04/28/2023 06:24:04.962","18.65341740452950603","12.998088935470894612","4786","0.19215531115828893283"
"04/28/2023 06:24:19.978","19.159840186958064123","12.317916586949815283","4780","1.7847797366767899074"
"04/28/2023 06:24:34.986","15.828019563762785182","13.607147791925441993","4772","8.6431600341767200746"
"04/28/2023 06:24:49.991","23.479843700694935649","12.307591648829557585","4818","5.8834214336838028814"
"04/28/2023 06:25:05.004","17.113540538567772131","12.908675295215616075","4805","5.0814366750752393287"
"04/28/2023 06:25:20.022","16.623103919569949483","14.153285784373604628","4816","8.786799088078623754"
"04/28/2023 06:25:35.034","15.412572709305704777","14.193946970807028052","4810","10.82150031742762053"
"04/28/2023 06:25:50.074","17.822124021218254342","13.529574545566397603","4807","2.6671968798572756043"
"04/28/2023 06:26:05.078","17.741917972119757962","12.314979337265546278","4807","0.35003130911280394555"
"04/28/2023 06:26:20.084","18.448252096928939636","12.677161154125963449","4792","3.6483221974915056585"
"04/28/2023 06:26:35.091","15.740206839904470115","13.759219325969434422","4782","8.3965280773033654782"
"04/28/2023 06:26:50.101","14.530649233677639387","14.690455467553121593","4784","11.850852214083351654"
"04/28/2023 06:27:05.109","15.277140044124660534","14.555107164107845108","4784","11.361922010455888454"
"04/28/2023 06:27:20.126","17.273412526570886882","13.862071311492563552","4779","3.4612086900927199196"
"04/28/2023 06:27:35.145","17.886755677223998617","13.011384164053957591","4791","0.30419982925126631823"
"04/28/2023 06:27:50.158","17.443180609407871628","13.623151744667083562","4791","0.33273621525057373027"
"04/28/2023 06:28:05.168","15.807145449400872295","14.346682389589627604","4786","9.6500596735215342648"
"04/28/2023 06:28:20.178","27.935219645870734695","12.171750362657819622","4713","23.398709898829032738"
"04/28/2023 06:28:35.192","30.844053281452975313","9.2677768944244309779","4701","18.217712498931852849"
"04/28/2023 06:28:50.235","18.055085770071666929","14.61899480453428346","4725","11.686649930216040261"
"04/28/2023 06:29:05.251","16.599052969145798642","14.330454641619011724","4732","4.7370928773457672278"
"04/28/2023 06:29:20.261","17.770379026548908996","13.858335116684461497","4728","2.155621484066234661"
"04/28/2023 06:29:35.282","17.195385188942868382","13.711964177371793738","4723","2.1469625883802878619"
"04/28/2023 06:29:50.291","19.446062392036179034","12.10206023921270635","4714","2.2486705663449404469"
"04/28/2023 06:30:05.302","19.256496572664282496","12.366842778426091698","4725","0.59941712314326933697"
"04/28/2023 06:30:20.311","19.017406101730149004","12.037804501839953986","4719","1.6375126463991511727"
"04/28/2023 06:30:35.334","18.675304097967394767","13.140988007546603455","4728","1.0355240747400351609"
"04/28/2023 06:30:50.348","17.739538649558362238","12.926466040355446552","4734","1.4584441775376248973"
"04/28/2023 06:31:05.366","18.880441675016037095","12.794344637847354207","4732","1.5447152739217828721"
"04/28/2023 06:31:20.379","18.309307333052526445","13.836975032084247061","4725","1.2112064056394349354"
"04/28/2023 06:31:35.396","18.207603240168456438","13.468106318591143378","4732","0.60599473110371948614"
"04/28/2023 06:31:50.405","18.194764656148578297","13.104630970306374138","4737","0.24509749543195502586"
"04/28/2023 06:32:05.416","19.193302878751406837","13.121606194182966476","4744","0.43531381380851236207"
"04/28/2023 06:32:20.426","19.077262822224671623","14.017480319690292845","4738","0.44448768383205811139"
"04/28/2023 06:32:35.442","17.402493574502141627","13.603934147560472923","4729","0.29314465192859229248"
"04/28/2023 06:32:50.457","19.200814119413035286","13.07166812840221759","4747","0.40368303811816391713"
"04/28/2023 06:33:05.464","19.951443084925337246","12.490010668924778514","4819","0.30024210016109403876"
"04/28/2023 06:33:20.480","12.483262632333957498","16.491191241870193807","4891","0.27513625278436260047"
"04/28/2023 06:33:35.486","11.615897764400617831","16.406336196138603611","4829","0.36073510925906815405"
"04/28/2023 06:33:50.491","11.933097098876654485","16.838252321743237161","4879","0.39914204828870325503"
"04/28/2023 06:34:05.506","12.317360818609879303","16.540429239244701876","4888","0.35921868786493793557"
"04/28/2023 06:34:20.522","11.763693074488102752","17.012053206053558085","4883","0.36165231987601792474"
"04/28/2023 06:34:35.528","11.274525588091799833","16.719683342534327863","4885","0.32204438607033203379"
"04/28/2023 06:34:50.535","12.104437290581405051","15.807384035595223537","4891","0.37195337432900271724"
"04/28/2023 06:35:05.539","12.196276900271918464","16.029405313366272168","4898","0.44904985520994461501"
"04/28/2023 06:35:20.555","11.725652222833327087","16.109716094733631309","4888","0.33357409478284671955"
"04/28/2023 06:35:35.571","11.592763475178236021","17.005599866862759484","4887","0.41557576823337499805"
"04/28/2023 06:35:50.588","11.132786705421604978","16.594810719679216504","4882","0.36561033561049383067"
"04/28/2023 06:36:05.595","12.19818616539368783","16.547073026019880615","4873","0.35233128648952810602"
"04/28/2023 06:36:20.606","12.719250990250220212","16.118235535225963417","4858","0.40020379156583857361"
"04/28/2023 06:36:35.613","13.102460152967875473","16.328049528113471212","4866","0.30932581936049419191"
"04/28/2023 06:36:50.627","11.881281824432676331","16.629787325982853474","4874","0.31980699660742301083"
"04/28/2023 06:37:05.639","12.127328276816806252","15.900107962618301727","4875","0.23409783622993629582"
"04/28/2023 06:37:20.662","15.227448427960233346","15.450487606774853333","4846","0.77910773042422176715"
"04/28/2023 06:37:35.685","12.024331926293429618","16.4601176977700554","4849","0.40887835340734141054"
"04/28/2023 06:37:50.705","13.035077418283824713","16.068789193776655821","4849","0.36375061904512479005"
"04/28/2023 06:38:05.713","11.679029768127213273","16.991817011293669282","4853","0.35702075158386264997"
"04/28/2023 06:38:20.723","11.853303322678288012","17.119621369850541726","4834","0.38020638619646635048"
"04/28/2023 06:38:35.740","12.596545855448070483","16.551761590813455882","4815","0.31316407895838255238"
"04/28/2023 06:38:50.749","11.973581942833533276","16.177620007122651913","4779","0.40611873209144233599"
"04/28/2023 06:39:05.763","18.209393452418886739","13.14902323268003137","4667","0.3351215662188861133"
"04/28/2023 06:39:20.774","19.128536402315322817","13.870391992714429463","4508","0.32002601289224602565"
"04/28/2023 06:39:35.784","13.98420530606291301","15.077632712219532607","4466","13.222734548366254614"
"04/28/2023 06:39:50.792","13.786599573993019163","15.478265018215392246","4465","22.308236046880036696"
"04/28/2023 06:40:05.813","15.243931726745319821","15.131059846042802519","4510","19.243802869541287492"
"04/28/2023 06:40:20.827","16.129340647801637232","14.425701293677414938","4552","7.7891962390155793372"
"04/28/2023 06:40:35.845","16.869704073692304291","13.962773421973153631","4581","2.3492918775364248773"
"04/28/2023 06:40:50.859","18.483729904849422354","12.560033108779530053","4568","1.3485923559984032138"
"04/28/2023 06:41:05.874","18.714306868315343735","11.667818156657952855","4577","0.69592894686264739068"
"04/28/2023 06:41:20.884","19.097581035564413554","12.98363086315546866","4586","0.80432904572097640994"
"04/28/2023 06:41:35.891","18.351139057798317111","13.04820398394888592","4602","0.898743022790538304"
"04/28/2023 06:41:50.899","19.14888739025498765","12.891310200487247073","4593","0.64290035137499279561"
"04/28/2023 06:42:05.911","28.033182919504518793","10.777300592209362762","4914","0.24240666928580309469"
"04/28/2023 06:42:20.929","18.190715131403223381","14.023126461111617758","4913","0.40635436172856986836"
"04/28/2023 06:42:35.943","19.482669301719447219","12.810290186608572327","4920","0.26240985576522807277"
"04/28/2023 06:42:50.950","17.824000926936523825","13.399002531703366969","4931","0.23584225310824494248"
"04/28/2023 06:43:05.964","19.893086601943789304","12.042524385970281742","4942","0.26392965099606768842"
"04/28/2023 06:43:20.980","45.478777349242939465","8.1047901763753351645","4890","0.27142720215826837693"
"04/28/2023 06:43:35.997","17.811466912448825184","13.399463810362410854","4889","0.31680755048340003555"
"04/28/2023 06:43:51.006","16.990427170035282245","13.233601349741741515","4909","0.3256199316767531271"
"04/28/2023 06:44:06.022","16.616567265813820597","13.822540386229848153","4918","0.39082783560698031167"
"04/28/2023 06:44:21.038","13.791037863387389351","15.851372997249162822","4900","10.500552630064166948"
"04/28/2023 06:44:36.055","16.880529343655847896","14.354242425320043353","4910","4.316254566363258327"
"04/28/2023 06:44:51.069","16.325563465648663453","13.601151084273139347","4906","1.4319809132789391715"
"04/28/2023 06:45:06.088","17.609487704238148353","13.587956775172226997","4905","0.86888681989935623307"
"04/28/2023 06:45:21.108","17.705388542525646756","13.856628287908298702","4873","0.96442014425582134329"
"04/28/2023 06:45:36.119","20.333605112517449953","12.836216823364877015","4855","0.42103201697262149228"
"04/28/2023 06:45:51.137","18.923455994612425002","11.720578957830017686","4874","0.42034466612694909582"
"04/28/2023 06:46:06.144","20.884476592636136871","11.521027914612917087","4874","0.11859878585670730056"
"04/28/2023 06:46:21.153","18.912307903147805632","12.776573396499335544","4869","0.22734330109775899298"
"04/28/2023 06:46:36.167","18.548060093490736477","13.214457192335995472","4871","0.17925611619154896426"
"04/28/2023 06:46:51.181","19.018624262312965101","13.07542306315895253","4870","0.13056549639241080141"
"04/28/2023 06:47:06.195","18.249636780690469351","12.393116442490622831","4881","0.16227150667810047446"
"04/28/2023 06:47:21.208","18.162951163153273626","12.763852522626073949","4885","0.16715932446091477659"
"04/28/2023 06:47:36.216","18.443953023113845546","11.717337354270545902","4889","0.14145976093237108695"
"04/28/2023 06:47:51.223","18.248369101179285678","12.451968515743377708","4864","0.18925873384907448971"
"04/28/2023 06:48:06.250","14.572565255714131638","14.873367403870815906","5014","0.27021856226880175411"
"04/28/2023 06:48:21.260","13.247420272724752977","15.685741972755160134","4985","0.19173732170804513864"
"04/28/2023 06:48:36.274","12.010813256843544394","15.890447422835412894","4982","0.17582868259783113185"
"04/28/2023 06:48:51.288","10.915698896447656452","16.496650193830454612","5006","0.17152940734056104644"
"04/28/2023 06:49:06.297","11.552389186499400608","15.906038261650436993","5010","0.16397071623414091746"
"04/28/2023 06:49:21.307","12.944283515300792686","15.711958627421463319","4997","0.163330446950488678"
"04/28/2023 06:49:36.312","13.744843696078589801","13.98441293742948055","5015","0.14369835852736453918"
"04/28/2023 06:49:51.323","13.350659422991517644","14.534105026494600565","5043","0.20265022953171624165"
"04/28/2023 06:50:06.336","15.11785490614279226","14.036663605406845434","5045","0.62792461784576059092"
"04/28/2023 06:50:21.351","14.658492064213014316","13.829809636427128794","4996","0.28185344065959366811"
"04/28/2023 06:50:36.366","13.339303628687416037","15.826475427088723791","4997","0.17162558950946119052"
"04/28/2023 06:50:51.374","12.794065042857894809","15.914281207173960553","4997","0.20085204247141572043"
"04/28/2023 06:51:06.392","11.483070698071184523","16.305374861416236598","5004","0.13866666162400856366"
"04/28/2023 06:51:21.408","12.408481509109147822","15.145616294921246947","4996","0.13565475160115400555"
"04/28/2023 06:51:36.412","13.689234196652133591","14.48917230443530002","4998","0.16481508650511006442"
"04/28/2023 06:51:51.432","12.545532924100621486","14.988938583728733889","4993","0.15900034812700794551"
"04/28/2023 06:52:06.449","12.239818468621898262","15.209778969414497141","4998","0.14851500609816448151"
"04/28/2023 06:52:21.469","13.842538938001268889","16.015892607637642442","4984","0.14141006039257747462"
"04/28/2023 06:52:36.475","12.604405216336910911","14.463598482852917826","4978","0.12953336198392328971"
"04/28/2023 06:52:51.493","11.808376739534498512","15.890137257377640267","4975","0.12484092476138264338"
"04/28/2023 06:53:06.500","12.164135521705842891","16.229411009025771051","4973","0.12022285684427608254"
"04/28/2023 06:53:21.510","12.836092597129056259","16.020911836794937244","4976","0.15136192484897154076"
"04/28/2023 06:53:36.522","11.894695470897831413","15.890336248993520485","4970","0.11770296642980979107"
"04/28/2023 06:53:51.534","12.987249669479783876","15.08642486054828602","4973","0.18081016959755716322"
"04/28/2023 06:54:06.544","12.645343907495753655","14.929377247125822592","4981","0.17084714675250600724"
"04/28/2023 06:54:21.551","12.76667593565388259","15.318130759383407735","4944","0.19186663597543271442"
"04/28/2023 06:54:36.569","11.802623035367542315","15.820616925637375871","4940","0.10679612342231054045"
"04/28/2023 06:54:51.589","12.074965398448290088","14.65685693582783955","4939","0.13713530128939524499"
"04/28/2023 06:55:06.599","47.619739885258759671","6.7416111953983266503","4748","0.31313414167337239036"
"04/28/2023 06:55:21.609","13.032558875360166439","16.08557540559594301","4817","0.23499450798506238414"
"04/28/2023 06:55:36.619","16.000421555928845407","15.772101326950094702","4865","0.17639231180372727525"
"04/28/2023 06:55:51.695","14.227590072946959765","15.708900847862611982","4925","0.18576682426882407118"
"04/28/2023 06:56:06.707","14.636853808210803507","14.980605851201616474","4916","0.20464413962517227774"
"04/28/2023 06:56:21.722","12.249193596263962647","15.695261459052932906","4904","0.1911562102568196142"
"04/28/2023 06:56:36.736","13.193758336188254887","14.372234775914074945","4875","0.17159700741394209866"
"04/28/2023 06:56:51.744","12.592231600105197487","15.069293344546014879","4883","0.23296097876286969708"
"04/28/2023 06:57:06.756","12.262977733549728754","16.126783165800915754","4900","0.21722402588146053071"
"04/28/2023 06:57:21.776","12.401776182035517238","17.034911422423327565","4902","0.18950243689598611496"
"04/28/2023 06:57:36.791","11.795867409898242784","16.061243812906131012","4913","0.27424568815880612238"
"04/28/2023 06:57:51.803","12.216977228519521503","16.124279818136926679","4923","0.29892260720674512786"
"04/28/2023 06:58:06.823","12.91019328829675672","15.703968810568266434","4929","0.36812516283498752934"
"04/28/2023 06:58:21.834","42.252041632030888252","8.9007651729371417559","4835","0.58103779031855129489"
"04/28/2023 06:58:36.855","11.622053762834006818","16.726441312685942364","4816","0.4877712579530429915"
"04/28/2023 06:58:51.864","12.013258559615035637","15.860137425446518833","4828","0.30316190565380563005"
"04/28/2023 06:59:06.880","13.569098470873797169","15.437298979802257293","4844","0.26832360974068042436"
"04/28/2023 06:59:21.903","12.624092519881379815","16.135304608831003037","4838","0.34883378045798885125"
"04/28/2023 06:59:36.916","13.509634694472117289","16.151917644312955957","4827","0.37396743701151702322"
"04/28/2023 06:59:51.935","14.304199379218307087","15.326358869426091047","4821","0.38166094083046042673"
"04/28/2023 07:00:06.946","12.833977041811895248","16.22602048790379925","4832","0.3815588367815653803"
"04/28/2023 07:00:21.955","13.472832082756269756","14.918656676547668027","4893","0.39643331005818044366"
"04/28/2023 07:00:36.973","11.901592037650976508","16.175473293261184438","4906","0.3533575045961799832"
"04/28/2023 07:00:51.982","11.456430592235689048","16.206013511942334304","4917","0.28053423293750040513"
"04/28/2023 07:01:06.998","11.933019437139813945","15.726078761642456882","4916","0.37622577912893578889"
"04/28/2023 07:01:22.014","12.199650482036371812","15.578541018505321247","4917","0.39965707792124244291"
"04/28/2023 07:01:37.029","12.460163375472122382","16.062868111229143153","4904","0.33123538138324443159"
"04/28/2023 07:01:52.036","12.70030259130838779","16.459272431674008885","4909","0.30085085331473931936"
"04/28/2023 07:02:07.049","13.261256369658259047","15.988204769039922937","4907","0.36682309257167616812"
"04/28/2023 07:02:22.074","13.938535768998395525","16.999616803220384043","4874","0.3789478378167467354"
"04/28/2023 07:02:37.089","13.198795585628907645","14.960015290759681506","4878","1.5132076960160640855"
"04/28/2023 07:02:52.105","11.288563195612544732","16.845549659417343946","4812","0.69431653810381166458"
"04/28/2023 07:03:07.122","14.03220829815849946","15.178789174127931716","4917","0.39146190468434338694"
"04/28/2023 07:03:22.137","12.938745226788196163","16.104765461898224999","4908","3.566117964001781715"
"04/28/2023 07:03:37.145","13.343178043842286229","15.312926357289139645","4911","1.3948703655598704287"
"04/28/2023 07:03:52.160","11.996936711382243601","16.20329165000442373","4907","1.9396350773862405248"
"04/28/2023 07:04:07.168","12.786816447162053123","16.236265783171074162","4920","1.2711218927514427168"
"04/28/2023 07:04:22.186","16.373452432647717103","14.592578841696424163","4917","4.8790671843915163208"
"04/28/2023 07:04:37.198","13.397141301168158378","15.19944389154153086","4917","8.1874796922092532014"
"04/28/2023 07:04:52.207","13.293473665616616586","14.742057504599745954","4934","3.9194300355426650029"
"04/28/2023 07:05:07.212","12.434702879897763239","15.259663610576012616","4941","5.4475688263722217286"
"04/28/2023 07:05:22.219","13.593782114636287162","15.613590245714693339","4943","1.5291341381620746631"
"04/28/2023 07:05:37.223","13.185769696811677321","14.994028226515576208","4943","1.6877999824923777261"
"04/28/2023 07:05:52.229","13.36194977533675754","14.818734460175569723","4956","1.2372383658287027242"
"04/28/2023 07:06:07.241","12.981791216380123899","15.139376396825115378","4895","1.5809791835230679879"
"04/28/2023 07:06:22.257","13.266804776243201758","15.32173038493087347","4902","1.0438228806084117739"
"04/28/2023 07:06:37.270","11.235007853828660629","15.355642651352265915","4928","0.92829958702963166761"
"04/28/2023 07:06:52.276","16.449182139188557983","12.002652470401768525","4888","0.9024652640087800215"
